Stat,experiment4,experiment8,experiment9,experiment1,experiment6,experiment2,experiment3,experiment0,experiment5,experiment7,Buy and Hold
3Y (ann.),20.11%,13.31%,17.85%,14.47%,12.60%,13.03%,3.21%,18.33%,20.99%,10.96%,-6.30%
5Y (ann.),22.90%,16.49%,22.13%,17.97%,17.16%,20.65%,9.12%,21.32%,21.22%,17.19%,3.12%
10Y (ann.),22.86%,15.93%,20.58%,17.28%,15.62%,18.12%,8.30%,20.81%,21.05%,16.42%,1.38%
Since Incep. (ann.),22.86%,15.93%,20.58%,17.28%,15.62%,18.12%,8.30%,20.81%,21.05%,16.42%,1.38%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Sharpe,3.85,2.74,3.51,2.96,2.68,3.08,1.47,3.54,3.56,2.82,0.27
Daily Mean (ann.),14.28%,10.27%,12.98%,11.07%,10.09%,11.56%,5.57%,13.11%,13.25%,10.56%,1.02%
Daily Vol (ann.),3.70%,3.75%,3.70%,3.74%,3.76%,3.75%,3.79%,3.70%,3.72%,3.75%,3.80%
Daily Skew,-0.05,-0.02,-0.04,-0.04,0.05,0.02,0.01,-0.04,-0.09,-0.01,-0.01
Daily Kurt,-0.06,-0.11,-0.08,-0.08,-0.17,-0.17,-0.15,-0.07,-0.01,-0.13,-0.12
Best Day,0.75%,0.75%,0.75%,0.74%,0.75%,0.75%,0.75%,0.75%,0.75%,0.75%,0.75%
Worst Day,-0.70%,-0.73%,-0.72%,-0.75%,-0.65%,-0.72%,-0.73%,-0.67%,-0.69%,-0.65%,-0.74%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monthly Sharpe,2.32,1.76,2.15,1.77,1.61,1.83,0.98,2.12,2.17,1.70,0.19
Monthly Mean (ann.),20.97%,15.41%,19.75%,16.35%,15.21%,17.36%,9.11%,19.66%,19.93%,15.85%,2.21%
Monthly Vol (ann.),9.05%,8.77%,9.21%,9.27%,9.42%,9.51%,9.28%,9.29%,9.16%,9.32%,11.92%
Monthly Skew,0.54,0.85,0.43,0.87,0.82,0.83,1.12,0.68,0.58,0.77,0.45
Monthly Kurt,0.79,0.80,-0.02,0.47,0.26,0.25,1.34,0.06,0.28,0.43,-0.31
Best Month,8.63%,8.63%,8.63%,8.63%,8.63%,8.63%,8.63%,8.63%,8.63%,8.63%,8.69%
Worst Month,-5.07%,-3.56%,-4.04%,-3.27%,-2.85%,-3.95%,-3.55%,-2.80%,-3.47%,-3.02%,-6.03%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yearly Sharpe,1.66,1.15,1.98,1.37,1.01,0.96,0.50,1.33,1.61,1.05,0.23
Yearly Mean,21.91%,16.61%,20.21%,15.84%,15.78%,20.67%,8.98%,20.45%,18.91%,17.45%,5.29%
Yearly Vol,13.16%,14.48%,10.18%,11.59%,15.55%,21.46%,17.92%,15.43%,11.78%,16.63%,22.70%
Yearly Skew,1.00,1.50,0.06,0.07,1.36,0.79,1.59,0.90,0.27,2.03,1.88
Yearly Kurt,1.72,3.12,-1.81,-0.61,2.56,1.83,2.94,0.56,-1.71,4.21,3.81
Best Year,42.64%,40.83%,33.30%,31.36%,41.35%,53.88%,39.09%,44.10%,34.53%,46.61%,44.58%
Worst Year,7.20%,1.99%,9.05%,1.30%,-0.08%,-5.18%,-7.65%,5.68%,7.13%,6.26%,-12.51%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avg. Drawdown,-0.59%,-0.77%,-0.64%,-0.62%,-0.81%,-0.71%,-1.08%,-0.65%,-0.61%,-0.81%,-1.75%
Avg. Drawdown Days,10.66,14.85,11.72,11.83,21.53,15.17,32.50,12.58,11.46,18.57,61.80
Avg. Up Month,2.67%,2.48%,2.83%,2.72%,2.77%,2.69%,2.49%,2.57%,2.69%,2.68%,2.87%
Avg. Down Month,-1.33%,-1.22%,-1.23%,-1.11%,-1.13%,-1.17%,-1.39%,-1.45%,-1.24%,-1.34%,-2.58%
Win Year %,100.00%,100.00%,100.00%,100.00%,80.00%,80.00%,80.00%,100.00%,100.00%,100.00%,40.00%
Win 12m %,100.00%,100.00%,100.00%,100.00%,96.36%,98.18%,90.91%,100.00%,100.00%,96.36%,56.36%
