Stat,experiment4,experiment8,experiment9,experiment1,experiment6,experiment2,experiment3,experiment0,experiment5,experiment7,Buy and Hold
1Y,-16.36%,-14.48%,-12.72%,-17.83%,-18.09%,-24.86%,-10.46%,-8.56%,-14.11%,-14.91%,-10.57%
3Y (ann.),-9.80%,-12.03%,-7.60%,-13.95%,-12.52%,-19.38%,-6.40%,-11.93%,-7.73%,-8.74%,-6.30%
5Y (ann.),-0.97%,-3.15%,-1.15%,-8.88%,-2.14%,-15.65%,3.07%,-3.07%,0.49%,-2.20%,3.12%
10Y (ann.),-2.91%,-4.68%,-2.25%,-10.15%,-3.91%,-15.82%,1.36%,-4.40%,-1.50%,-3.33%,1.38%
Since Incep. (ann.),-2.91%,-4.68%,-2.25%,-10.15%,-3.91%,-15.82%,1.36%,-4.40%,-1.50%,-3.33%,1.38%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Sharpe,-0.51,-0.83,-0.39,-1.83,-0.69,-2.91,0.26,-0.78,-0.25,-0.58,0.27
Daily Mean (ann.),-1.96%,-3.23%,-1.49%,-7.30%,-2.67%,-11.80%,1.00%,-3.03%,-0.97%,-2.26%,1.02%
Daily Vol (ann.),3.87%,3.90%,3.86%,3.98%,3.89%,4.05%,3.80%,3.90%,3.85%,3.88%,3.80%
Daily Skew,-0.01,-0.00,-0.04,0.05,0.01,0.09,-0.01,-0.01,-0.04,-0.02,-0.01
Daily Kurt,-0.13,-0.15,-0.08,-0.22,-0.17,-0.23,-0.12,-0.14,-0.08,-0.12,-0.12
Best Day,0.75%,0.75%,0.75%,0.75%,0.75%,0.75%,0.75%,0.75%,0.75%,0.75%,0.75%
Worst Day,-0.77%,-0.85%,-0.81%,-0.79%,-0.79%,-0.78%,-0.74%,-0.81%,-0.85%,-0.83%,-0.74%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monthly Sharpe,-0.10,-0.35,-0.13,-0.75,-0.27,-1.37,0.18,-0.35,0.01,-0.23,0.19
Monthly Mean (ann.),-1.26%,-3.93%,-1.47%,-9.62%,-3.21%,-15.75%,2.15%,-3.92%,0.08%,-2.60%,2.21%
Monthly Vol (ann.),12.38%,11.34%,11.42%,12.84%,11.91%,11.47%,12.11%,11.33%,12.05%,11.37%,11.92%
Monthly Skew,0.56,1.01,0.75,0.81,0.86,1.18,0.48,1.05,0.53,0.94,0.45
Monthly Kurt,-0.17,0.62,0.36,-0.08,0.25,1.08,-0.21,0.89,-0.08,0.58,-0.31
Best Month,8.63%,8.63%,8.63%,8.63%,8.63%,7.68%,8.63%,8.63%,8.63%,8.63%,8.69%
Worst Month,-6.51%,-5.30%,-5.76%,-6.20%,-6.01%,-6.30%,-6.03%,-6.47%,-5.88%,-5.45%,-6.03%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yearly Sharpe,0.07,-0.03,0.08,-0.28,-0.02,-1.06,0.23,0.01,0.12,0.00,0.23
Yearly Mean,1.45%,-0.70%,1.46%,-5.19%,-0.34%,-12.38%,5.36%,0.13%,2.66%,0.07%,5.29%
Yearly Vol,19.52%,20.98%,17.33%,18.65%,20.10%,11.64%,23.02%,23.96%,21.69%,17.09%,22.70%
Yearly Skew,1.71,2.11,1.54,2.22,2.02,1.98,1.85,1.81,1.90,1.74,1.88
Yearly Kurt,3.31,4.57,2.78,4.94,4.34,4.03,3.72,3.26,3.89,3.55,3.81
Best Year,34.67%,36.41%,30.43%,28.12%,34.95%,7.93%,45.08%,41.16%,40.28%,29.29%,44.58%
Worst Year,-15.83%,-14.66%,-14.22%,-14.35%,-15.49%,-20.40%,-13.05%,-16.96%,-14.55%,-15.29%,-12.51%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avg. Drawdown,-2.78%,-4.84%,-2.39%,-35.62%,-2.73%,-30.76%,-1.75%,-3.48%,-2.17%,-3.18%,-1.75%
Avg. Drawdown Days,95.60,146.92,83.04,995.50,82.26,998.50,61.77,99.89,75.40,113.12,61.80
Avg. Up Month,3.34%,3.36%,2.87%,3.43%,4.05%,3.15%,3.08%,3.24%,2.97%,2.93%,2.87%
Avg. Down Month,-2.55%,-2.21%,-2.39%,-3.12%,-2.19%,-2.89%,-2.47%,-2.15%,-2.53%,-2.18%,-2.58%
Win Year %,40.00%,20.00%,40.00%,20.00%,20.00%,20.00%,60.00%,40.00%,20.00%,20.00%,40.00%
Win 12m %,41.82%,34.55%,47.27%,20.00%,36.36%,9.09%,56.36%,45.45%,47.27%,43.64%,56.36%
