Stat,experiment4,experiment8,experiment9,experiment1,experiment6,experiment2,experiment3,experiment0,experiment5,experiment7,Buy and Hold
1Y,-6.26%,-10.38%,-7.68%,-10.46%,2.86%,-4.57%,-9.98%,-5.45%,-9.38%,-11.29%,-10.57%
3Y (ann.),-5.65%,-5.92%,-6.66%,-6.40%,3.72%,-4.42%,-4.81%,-3.08%,-9.44%,-10.94%,-6.30%
5Y (ann.),3.59%,3.88%,3.32%,3.09%,10.38%,3.15%,3.61%,1.28%,-1.48%,-2.51%,3.12%
10Y (ann.),1.82%,2.46%,1.74%,1.38%,7.90%,1.07%,2.65%,0.85%,-3.11%,-3.61%,1.38%
Since Incep. (ann.),1.82%,2.46%,1.74%,1.38%,7.90%,1.07%,2.65%,0.85%,-3.11%,-3.61%,1.38%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Sharpe,0.35,0.46,0.32,0.27,1.40,0.21,0.49,0.16,-0.53,-0.62,0.27
Daily Mean (ann.),1.32%,1.75%,1.27%,1.01%,5.32%,0.81%,1.88%,0.67%,-2.10%,-2.45%,1.02%
Daily Vol (ann.),3.79%,3.83%,3.92%,3.80%,3.82%,3.88%,3.84%,4.14%,3.99%,3.97%,3.80%
Daily Skew,0.01,-0.05,-0.07,-0.01,-0.04,-0.08,-0.04,-0.12,-0.12,-0.05,-0.01
Daily Kurt,-0.12,-0.12,-0.05,-0.12,-0.10,-0.10,-0.11,-0.19,-0.05,-0.08,-0.12
Best Day,0.75%,0.75%,0.75%,0.75%,0.75%,0.75%,0.75%,0.75%,0.75%,0.75%,0.75%
Worst Day,-0.74%,-0.79%,-0.85%,-0.74%,-0.82%,-0.76%,-0.82%,-0.81%,-0.93%,-0.85%,-0.74%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monthly Sharpe,0.22,0.27,0.23,0.18,0.84,0.18,0.30,0.18,-0.20,-0.28,0.19
Monthly Mean (ann.),2.56%,3.18%,2.35%,2.16%,8.97%,1.91%,3.31%,1.76%,-2.19%,-3.03%,2.21%
Monthly Vol (ann.),11.68%,11.59%,10.17%,12.10%,10.69%,10.67%,11.13%,9.70%,10.70%,10.70%,11.92%
Monthly Skew,0.36,0.62,0.80,0.47,0.62,1.00,0.80,1.24,1.02,1.09,0.45
Monthly Kurt,-0.22,-0.11,0.71,-0.22,0.01,0.77,0.14,1.70,0.88,1.14,-0.31
Best Month,8.63%,8.63%,8.63%,8.63%,8.63%,8.63%,8.63%,8.47%,8.63%,8.63%,8.69%
Worst Month,-6.03%,-5.15%,-5.81%,-6.03%,-4.44%,-5.03%,-4.68%,-4.41%,-4.78%,-5.61%,-6.03%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yearly Sharpe,0.26,0.25,0.19,0.23,0.56,0.24,0.25,0.15,0.02,-0.07,0.23
Yearly Mean,5.74%,5.67%,3.93%,5.33%,10.57%,4.65%,5.41%,1.41%,0.48%,-1.34%,5.29%
Yearly Vol,22.51%,23.12%,20.73%,22.94%,18.95%,19.27%,21.32%,9.16%,20.51%,19.35%,22.70%
Yearly Skew,1.94,1.86,1.94,1.85,2.09,1.97,1.76,1.54,2.17,2.06,1.88
Yearly Kurt,3.95,3.85,3.97,3.71,4.52,4.01,3.40,3.19,4.78,4.27,3.81
Best Year,44.91%,45.64%,39.99%,44.91%,44.04%,38.26%,41.87%,16.79%,36.96%,32.67%,44.58%
Worst Year,-9.45%,-13.80%,-11.99%,-13.05%,-2.42%,-8.13%,-11.98%,-7.72%,-11.81%,-12.33%,-12.51%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avg. Drawdown,-1.69%,-1.41%,-1.48%,-1.75%,-1.32%,-2.40%,-1.93%,-2.84%,-2.09%,-3.17%,-1.75%
Avg. Drawdown Days,61.77,50.86,54.38,61.77,32.70,78.83,61.57,86.32,67.39,94.70,61.80
Avg. Up Month,2.92%,2.76%,2.81%,3.09%,2.94%,2.72%,3.01%,2.61%,2.84%,2.86%,2.87%
Avg. Down Month,-2.41%,-2.47%,-1.78%,-2.47%,-1.81%,-1.90%,-2.06%,-1.49%,-2.07%,-2.08%,-2.58%
Win Year %,60.00%,40.00%,40.00%,60.00%,80.00%,40.00%,60.00%,40.00%,20.00%,20.00%,40.00%
Win 12m %,54.55%,61.82%,60.00%,56.36%,94.55%,54.55%,61.82%,65.45%,34.55%,36.36%,56.36%
