Stat,experiment4,experiment8,experiment9,experiment1,experiment6,experiment2,experiment3,experiment0,experiment5,experiment7,Buy and Hold
1Y,-83.55%,-80.79%,-86.54%,-86.79%,-83.39%,-84.51%,-85.88%,-83.89%,-81.60%,-84.01%,-10.57%
3Y (ann.),-83.63%,-82.96%,-84.84%,-85.07%,-84.28%,-83.82%,-85.90%,-84.48%,-83.80%,-83.83%,-6.30%
5Y (ann.),-83.69%,-83.91%,-83.38%,-84.79%,-84.03%,-84.27%,-86.10%,-84.67%,-84.05%,-83.18%,3.12%
10Y (ann.),-83.74%,-83.72%,-83.61%,-84.51%,-84.35%,-84.36%,-85.98%,-84.82%,-84.27%,-82.96%,1.38%
Since Incep. (ann.),-83.74%,-83.72%,-83.61%,-84.51%,-84.35%,-84.36%,-85.98%,-84.82%,-84.27%,-82.96%,1.38%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Sharpe,-14.50,-14.42,-14.02,-14.57,-14.30,-14.29,-15.50,-14.85,-14.66,-13.72,0.27
Daily Mean (ann.),-124.65%,-124.54%,-124.09%,-127.95%,-127.26%,-127.27%,-134.81%,-129.36%,-126.91%,-121.39%,1.02%
Daily Vol (ann.),8.60%,8.64%,8.85%,8.78%,8.90%,8.91%,8.70%,8.71%,8.65%,8.84%,3.80%
Daily Skew,-0.01,-0.03,0.01,-0.02,-0.00,-0.00,0.10,0.03,-0.01,-0.06,-0.01
Daily Kurt,-1.31,-1.29,-1.37,-1.35,-1.36,-1.32,-1.31,-1.29,-1.32,-1.32,-0.12
Best Day,0.70%,0.68%,0.72%,0.64%,0.74%,0.71%,0.72%,0.71%,0.62%,0.72%,0.75%
Worst Day,-1.74%,-1.75%,-1.72%,-1.74%,-1.68%,-1.75%,-1.75%,-1.73%,-1.73%,-1.75%,-0.74%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monthly Sharpe,-16.62,-17.18,-15.83,-16.98,-19.79,-18.17,-22.66,-17.54,-16.72,-17.36,0.19
Monthly Mean (ann.),-168.47%,-167.54%,-165.86%,-172.49%,-170.26%,-170.83%,-179.53%,-173.22%,-169.84%,-163.86%,2.21%
Monthly Vol (ann.),10.14%,9.75%,10.47%,10.16%,8.60%,9.40%,7.92%,9.88%,10.16%,9.44%,11.92%
Monthly Skew,0.58,0.47,-0.25,-0.09,0.04,-0.09,0.20,0.12,0.15,-0.11,0.45
Monthly Kurt,0.13,-0.18,-0.45,0.82,-0.12,-0.13,1.34,-0.26,-0.55,-0.80,-0.31
Best Month,-6.02%,-6.32%,-8.26%,-7.58%,-8.47%,-7.54%,-7.37%,-7.78%,-7.72%,-8.51%,8.69%
Worst Month,-19.01%,-18.53%,-21.19%,-22.72%,-20.43%,-20.67%,-21.37%,-20.04%,-20.75%,-19.96%,-6.03%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yearly Sharpe,-6.41,-6.14,-8.92,-7.85,-6.52,-6.24,-7.44,-6.18,-5.88,-6.97,0.23
Yearly Mean,-78.10%,-78.57%,-78.87%,-80.17%,-78.59%,-78.74%,-81.12%,-79.18%,-78.51%,-78.43%,5.29%
Yearly Vol,12.18%,12.81%,8.84%,10.22%,12.05%,12.62%,10.91%,12.81%,13.35%,11.26%,22.70%
Yearly Skew,1.91,2.18,1.95,2.07,2.23,2.16,2.16,2.20,2.19,2.22,1.88
Yearly Kurt,3.58,4.81,4.10,4.39,4.96,4.72,4.73,4.88,4.82,4.95,3.81
Best Year,-57.05%,-55.77%,-63.46%,-62.17%,-57.05%,-56.32%,-61.74%,-56.33%,-54.73%,-58.32%,44.58%
Worst Year,-85.25%,-85.88%,-85.89%,-86.53%,-84.47%,-86.06%,-87.19%,-86.64%,-85.87%,-84.04%,-12.51%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avg. Drawdown,-100.00%,-100.00%,-100.00%,-50.42%,-100.00%,-100.00%,-100.00%,-100.00%,-100.00%,-99.99%,-1.75%
Avg. Drawdown Days,1998.00,1998.00,1997.00,997.50,1998.00,1998.00,1998.00,1998.00,1997.00,1998.00,61.80
Avg. Up Month,-,-,-,-,-,-,-,-,-,-,2.87%
Avg. Down Month,-14.04%,-13.96%,-13.82%,-14.37%,-14.19%,-14.24%,-14.96%,-14.43%,-14.15%,-13.66%,-2.58%
Win Year %,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,40.00%
Win 12m %,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,56.36%
