Stat,experiment4,experiment8,experiment9,experiment1,experiment6,experiment2,experiment3,experiment0,experiment5,experiment7,Buy and Hold
1Y,-11.52%,-11.84%,-18.50%,-10.46%,-13.93%,-18.75%,-15.46%,-22.49%,-27.62%,-12.77%,-10.57%
3Y (ann.),-10.81%,-12.07%,-16.97%,-6.40%,-14.62%,-10.27%,-10.99%,-15.99%,-18.53%,-13.27%,-6.30%
5Y (ann.),-3.38%,-4.24%,-8.73%,3.09%,-7.61%,-7.04%,-5.72%,-9.17%,-9.56%,-2.90%,3.12%
10Y (ann.),-5.24%,-5.17%,-10.52%,1.38%,-9.03%,-7.66%,-6.94%,-10.34%,-10.31%,-5.13%,1.38%
Since Incep. (ann.),-5.24%,-5.17%,-10.52%,1.38%,-9.03%,-7.66%,-6.94%,-10.34%,-10.31%,-5.13%,1.38%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Sharpe,-0.93,-0.92,-1.90,0.27,-1.62,-1.37,-1.24,-1.87,-1.86,-0.91,0.27
Daily Mean (ann.),-3.64%,-3.58%,-7.58%,1.01%,-6.45%,-5.42%,-4.88%,-7.45%,-7.43%,-3.56%,1.02%
Daily Vol (ann.),3.91%,3.91%,3.99%,3.80%,3.97%,3.95%,3.94%,3.99%,3.99%,3.91%,3.80%
Daily Skew,-0.04,-0.05,0.01,-0.01,-0.06,-0.07,-0.00,0.03,-0.02,-0.06,-0.01
Daily Kurt,-0.10,-0.08,-0.17,-0.12,-0.09,-0.07,-0.15,-0.19,-0.13,-0.07,-0.12
Best Day,0.75%,0.72%,0.75%,0.75%,0.75%,0.75%,0.75%,0.75%,0.75%,0.75%,0.75%
Worst Day,-0.79%,-0.95%,-0.79%,-0.74%,-0.85%,-0.83%,-0.81%,-0.81%,-0.79%,-0.85%,-0.74%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monthly Sharpe,-0.40,-0.37,-0.90,0.18,-0.81,-0.71,-0.54,-0.89,-0.79,-0.37,0.19
Monthly Mean (ann.),-4.24%,-4.13%,-9.68%,2.16%,-8.22%,-7.38%,-6.27%,-10.15%,-10.00%,-4.31%,2.21%
Monthly Vol (ann.),10.51%,11.13%,10.81%,12.10%,10.21%,10.38%,11.68%,11.39%,12.63%,11.70%,11.92%
Monthly Skew,1.00,0.99,1.31,0.47,0.87,0.97,1.02,0.98,0.72,0.81,0.45
Monthly Kurt,1.30,0.71,1.29,-0.22,0.79,0.55,0.76,0.48,-0.03,0.52,-0.31
Best Month,8.63%,8.63%,8.63%,8.63%,7.51%,7.69%,8.63%,8.63%,8.63%,8.63%,8.69%
Worst Month,-6.80%,-6.24%,-5.40%,-6.03%,-7.31%,-5.41%,-7.12%,-6.42%,-7.23%,-6.32%,-6.03%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yearly Sharpe,-0.06,-0.20,-0.38,0.23,-0.25,-0.75,-0.15,-0.32,-0.17,-0.06,0.23
Yearly Mean,-1.19%,-2.99%,-6.62%,5.33%,-4.63%,-5.58%,-2.35%,-5.97%,-4.51%,-1.26%,5.29%
Yearly Vol,19.11%,15.17%,17.33%,22.94%,18.82%,7.49%,16.07%,18.81%,26.48%,21.62%,22.70%
Yearly Skew,2.10,1.24,2.00,1.85,1.14,0.10,1.86,1.99,1.98,1.70,1.88
Yearly Kurt,4.48,1.56,4.15,3.71,1.99,-2.06,3.77,4.04,3.97,2.66,3.81
Best Year,32.56%,21.38%,23.72%,44.91%,25.54%,3.06%,25.40%,26.87%,41.68%,35.17%,44.58%
Worst Year,-12.18%,-17.05%,-18.72%,-13.05%,-24.76%,-14.75%,-15.47%,-18.54%,-21.36%,-15.79%,-12.51%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avg. Drawdown,-4.56%,-3.07%,-11.28%,-1.75%,-31.42%,-36.74%,-33.04%,-10.53%,-10.76%,-3.43%,-1.75%
Avg. Drawdown Days,149.31,96.50,283.00,61.77,993.00,1992.00,1996.00,282.00,279.14,100.37,61.80
Avg. Up Month,3.37%,3.14%,3.48%,3.09%,2.80%,2.56%,3.40%,3.26%,3.19%,3.08%,2.87%
Avg. Down Month,-1.89%,-2.25%,-2.33%,-2.47%,-2.23%,-2.47%,-2.40%,-2.67%,-3.04%,-2.37%,-2.58%
Win Year %,20.00%,20.00%,20.00%,60.00%,20.00%,40.00%,20.00%,20.00%,20.00%,40.00%,40.00%
Win 12m %,40.00%,47.27%,25.45%,56.36%,23.64%,21.82%,38.18%,20.00%,30.91%,40.00%,56.36%
