Stat,experiment4,experiment8,experiment9,experiment1,experiment6,experiment2,experiment3,experiment0,experiment5,experiment7,Buy and Hold
3Y (ann.),18.94%,17.38%,19.58%,20.68%,17.58%,18.42%,21.11%,18.64%,19.23%,15.55%,-6.30%
5Y (ann.),23.17%,22.18%,22.08%,24.52%,22.54%,25.03%,24.27%,24.00%,24.69%,20.45%,3.12%
10Y (ann.),21.85%,21.29%,21.01%,23.27%,21.99%,24.25%,22.03%,23.00%,24.16%,20.28%,1.38%
Since Incep. (ann.),21.85%,21.29%,21.01%,23.27%,21.99%,24.25%,22.03%,23.00%,24.16%,20.28%,1.38%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Sharpe,3.71,3.62,3.57,3.94,3.73,4.09,3.74,3.89,4.08,3.45,0.27
Daily Mean (ann.),13.71%,13.39%,13.23%,14.50%,13.78%,15.05%,13.81%,14.35%,15.00%,12.81%,1.02%
Daily Vol (ann.),3.70%,3.70%,3.70%,3.69%,3.70%,3.68%,3.70%,3.69%,3.68%,3.71%,3.80%
Daily Skew,0.02,-0.01,-0.01,-0.07,0.00,-0.09,-0.02,-0.04,0.03,-0.04,-0.01
Daily Kurt,-0.14,-0.12,-0.12,-0.05,-0.13,-0.04,-0.11,-0.08,-0.16,-0.09,-0.12
Best Day,0.75%,0.75%,0.75%,0.75%,0.75%,0.75%,0.75%,0.75%,0.75%,0.75%,0.75%
Worst Day,-0.72%,-0.68%,-0.68%,-0.74%,-0.73%,-0.74%,-0.73%,-0.72%,-0.65%,-0.66%,-0.74%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monthly Sharpe,2.62,2.57,2.39,2.79,2.63,2.86,2.70,2.60,2.88,2.43,0.19
Monthly Mean (ann.),20.56%,20.14%,19.66%,21.27%,20.45%,22.46%,20.66%,21.14%,22.53%,18.89%,2.21%
Monthly Vol (ann.),7.83%,7.85%,8.22%,7.63%,7.79%,7.84%,7.64%,8.14%,7.82%,7.76%,11.92%
Monthly Skew,1.02,1.37,1.10,0.93,1.19,0.94,1.35,1.09,1.17,0.96,0.45
Monthly Kurt,1.14,1.74,0.98,1.33,1.60,1.25,1.75,1.14,1.05,1.62,-0.31
Best Month,8.63%,8.63%,8.63%,8.63%,8.63%,8.63%,8.63%,8.63%,8.63%,8.63%,8.69%
Worst Month,-2.47%,-1.84%,-2.04%,-2.48%,-1.74%,-3.43%,-1.65%,-1.83%,-1.24%,-3.06%,-6.03%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yearly Sharpe,1.60,1.30,1.57,1.46,1.37,1.43,1.54,1.33,1.64,1.19,0.23
Yearly Mean,21.38%,20.99%,21.18%,23.50%,21.87%,22.51%,22.98%,22.55%,22.77%,20.20%,5.29%
Yearly Vol,13.38%,16.19%,13.53%,16.10%,15.99%,15.77%,14.95%,16.93%,13.92%,16.97%,22.70%
Yearly Skew,0.12,0.63,-0.79,0.52,0.14,0.31,0.02,-0.02,-0.07,1.00,1.88
Yearly Kurt,0.62,1.01,1.41,1.55,2.01,1.00,1.78,1.82,1.43,1.36,3.81
Best Year,39.87%,45.25%,37.18%,47.56%,44.93%,45.22%,44.07%,46.30%,41.96%,46.74%,44.58%
Worst Year,3.47%,1.55%,0.42%,2.97%,-0.28%,1.98%,2.02%,-1.36%,3.17%,1.58%,-12.51%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avg. Drawdown,-0.55%,-0.53%,-0.56%,-0.49%,-0.50%,-0.49%,-0.49%,-0.51%,-0.51%,-0.59%,-1.75%
Avg. Drawdown Days,9.89,9.89,11.32,8.72,10.73,9.15,9.94,9.20,10.12,10.60,61.80
Avg. Up Month,2.30%,2.29%,2.53%,2.35%,2.35%,2.46%,2.27%,2.58%,2.54%,2.27%,2.87%
Avg. Down Month,-0.90%,-0.57%,-0.70%,-1.06%,-0.86%,-0.75%,-0.69%,-0.74%,-0.53%,-0.96%,-2.58%
Win Year %,100.00%,100.00%,100.00%,100.00%,80.00%,100.00%,100.00%,80.00%,100.00%,100.00%,40.00%
Win 12m %,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,56.36%
