Stat,experiment4,experiment8,experiment9,experiment1,experiment6,experiment2,experiment3,experiment0,experiment5,experiment7,Buy and Hold
1Y,-61.28%,-59.53%,-57.54%,-63.81%,-57.84%,-59.66%,-61.30%,-61.11%,-59.83%,-60.63%,-10.57%
3Y (ann.),-60.48%,-60.29%,-57.77%,-62.33%,-59.15%,-59.27%,-59.46%,-59.80%,-60.16%,-60.23%,-6.30%
5Y (ann.),-60.62%,-61.75%,-57.50%,-61.40%,-59.06%,-59.59%,-59.75%,-61.70%,-60.49%,-59.45%,3.12%
10Y (ann.),-60.66%,-61.84%,-57.87%,-60.92%,-59.35%,-59.66%,-60.14%,-61.39%,-60.40%,-59.37%,1.38%
Since Incep. (ann.),-60.66%,-61.84%,-57.87%,-60.92%,-59.35%,-59.66%,-60.14%,-61.39%,-60.40%,-59.37%,1.38%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Sharpe,-11.58,-11.96,-10.74,-11.66,-11.17,-11.26,-11.41,-11.81,-11.50,-11.18,0.27
Daily Mean (ann.),-64.13%,-66.23%,-59.42%,-64.59%,-61.88%,-62.40%,-63.23%,-65.42%,-63.68%,-61.91%,1.02%
Daily Vol (ann.),5.54%,5.54%,5.53%,5.54%,5.54%,5.54%,5.54%,5.54%,5.54%,5.54%,3.80%
Daily Skew,0.07,0.00,0.00,-0.04,-0.03,-0.06,-0.01,0.00,-0.00,0.02,-0.01
Daily Kurt,-0.59,-0.60,-0.60,-0.60,-0.59,-0.59,-0.60,-0.60,-0.60,-0.60,-0.12
Best Day,0.75%,0.72%,0.75%,0.63%,0.72%,0.71%,0.72%,0.71%,0.75%,0.72%,0.75%
Worst Day,-1.22%,-1.25%,-1.21%,-1.25%,-1.25%,-1.25%,-1.25%,-1.25%,-1.22%,-1.25%,-0.74%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monthly Sharpe,-13.38,-14.76,-13.59,-15.37,-13.39,-13.55,-14.28,-14.62,-13.65,-13.46,0.19
Monthly Mean (ann.),-88.96%,-92.20%,-82.61%,-90.58%,-86.04%,-86.42%,-87.78%,-91.37%,-88.80%,-85.75%,2.21%
Monthly Vol (ann.),6.65%,6.24%,6.08%,5.89%,6.43%,6.38%,6.15%,6.25%,6.50%,6.37%,11.92%
Monthly Skew,0.39,-0.75,-0.21,0.31,-0.28,-0.18,0.29,-0.98,-0.55,0.32,0.45
Monthly Kurt,0.97,2.42,0.23,0.18,1.92,0.19,-0.33,2.92,2.09,-0.03,-0.31
Best Month,-1.12%,-3.86%,-2.97%,-2.26%,-2.19%,-2.71%,-2.81%,-3.70%,-3.48%,-2.98%,8.69%
Worst Month,-11.68%,-14.53%,-11.91%,-11.01%,-13.63%,-11.91%,-10.71%,-14.67%,-13.78%,-11.85%,-6.03%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yearly Sharpe,-4.91,-5.06,-5.22,-4.73,-5.20,-4.79,-4.69,-4.69,-4.81,-5.16,0.23
Yearly Mean,-55.52%,-57.14%,-52.62%,-56.39%,-54.10%,-54.63%,-54.44%,-56.41%,-55.57%,-54.72%,5.29%
Yearly Vol,11.30%,11.30%,10.08%,11.93%,10.41%,11.40%,11.60%,12.03%,11.56%,10.61%,22.70%
Yearly Skew,2.17,1.80,2.12,2.01,2.07,2.00,2.20,2.01,2.18,2.22,1.88
Yearly Kurt,4.73,3.68,4.54,4.11,4.39,4.18,4.85,4.16,4.80,4.93,3.81
Best Year,-35.43%,-37.71%,-34.79%,-35.51%,-35.76%,-34.69%,-33.77%,-35.35%,-34.99%,-35.77%,44.58%
Worst Year,-61.78%,-66.89%,-58.55%,-64.13%,-60.85%,-62.96%,-60.48%,-64.15%,-61.70%,-60.03%,-12.51%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avg. Drawdown,-99.40%,-99.49%,-99.12%,-99.43%,-99.28%,-99.31%,-99.35%,-50.06%,-99.37%,-99.28%,-1.75%
Avg. Drawdown Days,1997.00,1996.00,1997.00,1992.00,1998.00,1997.00,1998.00,997.00,1997.00,1998.00,61.80
Avg. Up Month,-,-,-,-,-,-,-,-,-,-,2.87%
Avg. Down Month,-7.41%,-7.68%,-6.88%,-7.55%,-7.17%,-7.20%,-7.32%,-7.61%,-7.40%,-7.15%,-2.58%
Win Year %,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,40.00%
Win 12m %,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,56.36%
