,SYNT
198,0.9503428675340431
199,0.9521035195368944
200,0.9528541307359634
201,0.9513962683613995
202,0.9504914913965284
203,0.9525821327677848
204,0.9490750642175514
205,0.947472124398139
206,0.9470281669866396
207,0.9480363910776419
208,0.9458463753800418
209,0.9428190999132894
210,0.9432632792756704
211,0.9412903620523562
212,0.9414467598602159
213,0.9407738544289859
214,0.9414751739176785
215,0.9419118263842331
216,0.9410164982543928
217,0.9454031502587732
218,0.9454529008769958
219,0.9487908231184655
220,0.9480317759534426
221,0.9482224186402639
222,0.9514105434180462
223,0.9544036070142413
224,0.9565894664845002
225,0.9580910581845589
226,0.9574427934699166
227,0.9577198301804236
228,0.9568336871053784
229,0.958792952108472
230,0.9551166992641259
231,0.9518347342109447
232,0.9509447630926127
233,0.9481549060450107
234,0.9463245086699892
235,0.9482303278071164
236,0.9494287177050164
237,0.9513774235606683
238,0.9482361005478499
239,0.9500478538349788
240,0.9492689519607032
241,0.9525524290952777
242,0.9517202571373726
243,0.9534522618905388
244,0.957382503970566
245,0.9617073243647872
246,0.9614901241620583
247,0.9648230154353616
248,0.9644635613408186
249,0.9673602948184895
250,0.9725520889155527
251,0.9738910771204375
252,0.9763115027773088
253,0.9785488979698679
254,0.9809700130804063
255,0.9818429096006662
256,0.9840677070244741
257,0.9863101250201599
258,0.9890621892706409
259,0.9899222619239947
260,0.9901136367535642
261,0.9897271728505529
262,0.9869812910216212
263,0.9885736986781364
264,0.9898583970054573
265,0.9898837341161553
266,0.9904401164582545
267,0.9916929472573821
268,0.9928832780474929
269,0.9893690392354249
270,0.9894651071650447
271,0.990070458262792
272,0.9920492033164476
273,0.9907846624449759
274,0.9908579283871328
275,0.9904146361297218
276,0.9899569937400762
277,0.9896003450376327
278,0.9888155613343014
279,0.9895279526298952
280,0.9940302653085317
281,0.9909360574178421
282,0.9920669061389519
283,0.9930611791752308
284,0.9957216715439317
285,0.9956193742650726
286,0.9979355543367641
287,0.9976352679756783
288,0.9992766013844641
289,0.999365637258655
290,1.0006004151956376
291,1.0014826089157467
292,0.9991690313586715
293,0.9956132374989609
294,0.9946690537835144
295,0.9989613970860297
296,0.9992884494314728
297,1.0000904494946192
298,0.997887366602348
299,0.99773136511186
300,0.998712082887541
301,0.9984900506139297
302,0.9998089650597383
303,0.9981579624286777
304,1.0002451647551376
305,1.000128270004226
306,1.0008273900317999
307,0.9978054022111718
308,0.9970191331099383
309,0.9964457279316373
310,0.994801901643067
311,0.995152213727743
312,0.9904214048490706
313,0.9888253392582468
314,0.9858390187602856
315,0.9867195776055585
316,0.9846724415573075
317,0.9843279689331678
318,0.9820238695761921
319,0.9814760856521773
320,0.9800698582797591
321,0.9817536386424376
322,0.9803137025187958
323,0.9783005411631611
324,0.9773844262507978
325,0.9735165662549958
326,0.9699685608247259
327,0.968193495033101
328,0.965098911055189
329,0.9647145894244399
330,0.9654278475425252
331,0.9669409479044725
332,0.9700782238016554
333,0.9741631005625087
334,0.9762573801462938
335,0.9752948468845252
336,0.9779561727671401
337,0.9783770415948496
338,0.9805346201293046
339,0.9826376352995676
340,0.9865862865109036
341,0.9901311642898301
342,0.9895355409300363
343,0.9895075917481682
344,0.9889600794116294
345,0.9910116960306554
346,0.9881547934638347
347,0.9849535269409319
348,0.9826329527641472
349,0.9799185130652943
350,0.9787927976724379
351,0.9787064364483307
352,0.9798882928167275
353,0.9815620520887
354,0.9841726647256525
355,0.9843980618287246
356,0.9867020713605135
357,0.9882008258647448
358,0.9878983859896349
359,0.9891160363317723
360,0.9886832104362033
361,0.9885973094680855
362,0.9897362931892122
363,0.9885567238865786
364,0.9874158936483247
365,0.9867695653876328
366,0.9871553707577562
367,0.9884652107118987
368,0.9887981291327134
369,0.990084659684096
370,0.9900892833313656
371,0.9930540673454186
372,0.9944319715744305
373,0.9965192280624264
374,0.9991730422435111
375,0.9989519806961258
376,0.9998837126046991
377,1.000225624735702
378,1.0003183855638045
379,1.0037342614313236
380,1.000112390131907
381,0.9987057171163178
382,0.9994780151470432
383,0.9950116737960913
384,0.997966607761422
385,1.0004687677504456
386,0.9977352556248636
387,0.9983876549143939
388,0.9973822120120424
389,1.000815317054811
390,0.998587501803112
391,0.9956226002166421
392,0.9906573020731849
393,0.9887721849740079
394,0.9858399641903661
395,0.9881285246315781
396,0.9860630432902591
397,0.9878627539134838
398,0.9868135300079096
399,0.9870480627497091
400,0.9883118661932884
401,0.9878182813399126
402,0.9889738765646114
403,0.991650068515803
404,0.9890316427956475
405,0.9862637905807587
406,0.9852462540822119
407,0.9825685618140984
408,0.979088044579592
409,0.9755736255628384
410,0.9746188712817266
411,0.9734533388705922
412,0.9710173752699423
413,0.9650435403230073
414,0.9605914543654243
415,0.9573339792300462
416,0.9589381953337514
417,0.955530450290915
418,0.9590813499846936
419,0.9616852597780254
420,0.9618414910568154
421,0.9634694127725562
422,0.9624879867208792
423,0.9647274681738179
424,0.9645254294425833
425,0.9629420304867126
426,0.9590981909054981
427,0.9570463298854551
428,0.9528130134712516
429,0.9506774731301207
430,0.949265586040395
431,0.9481098328197116
432,0.9493739460989047
433,0.9485217594368778
434,0.944976688150767
435,0.9440345626052291
436,0.9431872739211355
437,0.9403190833780811
438,0.9388903903576912
439,0.9356232014597368
440,0.9341021319938138
441,0.929330853703333
442,0.9285247207502587
443,0.9302109256226484
444,0.9317799399944384
445,0.9320057324431461
446,0.9328249652897269
447,0.933726293303611
448,0.9349034461297845
449,0.938507049833366
450,0.9396783135288651
451,0.9435052838912532
452,0.9446796282771255
453,0.9409989967494053
454,0.942547306511625
455,0.9423556016019053
456,0.9424250827112108
457,0.9437432002266479
458,0.9436082399272808
459,0.9461799160556822
460,0.94768545374107
461,0.9471056023170742
462,0.9480987149409617
463,0.9516182881388724
464,0.9564365976388276
465,0.9555128333425837
466,0.9566957059918834
467,0.958338575283059
468,0.9609531752139516
469,0.961957766361772
470,0.9637780320990633
471,0.9659443224922216
472,0.9678704345017618
473,0.9694257792215144
474,0.9722012206116181
475,0.9741992994136385
476,0.974708898488724
477,0.9754899923909199
478,0.9777974930573343
479,0.9809688702653028
480,0.9792407350774476
481,0.9801827112899689
482,0.9852759300940982
483,0.9885101791633214
484,0.9888446212446798
485,0.9888179180514628
486,0.9932001245818045
487,0.99101900714956
488,0.9934395590805745
489,0.9985595969440887
490,1.0001838182022686
491,1.0059385476530283
492,1.0104271722937668
493,1.0110346872124099
494,1.011425284889777
495,1.0094488526693717
496,1.0074217826278749
497,1.006768846236752
498,1.0094016947034055
499,1.0100082863045405
500,1.0081810944791214
501,1.0058383235303516
502,1.005460218420468
503,1.0069121255585156
504,1.0085455661233778
505,1.007539650586882
506,1.0078158891275713
507,1.0092802997420411
508,1.0093138093780594
509,1.0119713232993819
510,1.0121317487560046
511,1.0171394325800767
512,1.0197780857280114
513,1.0243216544602283
514,1.0262749937729159
515,1.0318560790188225
516,1.034168052990704
517,1.0359142245204207
518,1.038465779695047
519,1.0390465276615126
520,1.041351110878767
521,1.0423173620171442
522,1.0462831678090236
523,1.0434237551298808
524,1.0452078790667576
525,1.046897560800423
526,1.052026672254358
527,1.056083246184745
528,1.0561677560382636
529,1.0575965592751937
530,1.060244181461721
531,1.0580429101263598
532,1.0570764114773776
533,1.0551937949845758
534,1.0526895920706705
535,1.0501888591254045
536,1.0493309854510717
537,1.0490964092964277
538,1.0498281651338068
539,1.045591334069408
540,1.0453544672916788
541,1.0465302339441704
542,1.043479743170036
543,1.042239961222131
544,1.0411099981405332
545,1.0416639067279365
546,1.0443143323266226
547,1.0456206982356493
548,1.0433784870088985
549,1.0430333050634448
550,1.0416181604869554
551,1.0401839533996768
552,1.0373584110369238
553,1.037016246849916
554,1.0361818478808658
555,1.0374956135149522
556,1.0376340208647488
557,1.036181464508386
558,1.0351398477933675
559,1.0351162130836347
560,1.0364015048884727
561,1.0364313228009898
562,1.0385145850491764
563,1.0375686704463338
564,1.0376687447816642
565,1.0387111013402466
566,1.0414947272454078
567,1.0395062980477978
568,1.0372498124716227
569,1.0369323671383763
570,1.0352833505411765
571,1.0355942030587741
572,1.0369070938176257
573,1.038504448540199
574,1.0409800075503168
575,1.041311211643567
576,1.043531784470508
577,1.0454050496293263
578,1.0461381872071966
579,1.0474448194695773
580,1.0508127800988234
581,1.052824274700288
582,1.054715712797626
583,1.0529766891669228
584,1.049951916496352
585,1.0517751134008426
586,1.055445401782549
587,1.057751817230796
588,1.0569835132143306
589,1.06017449168825
590,1.0634704813043625
591,1.0657332802512658
592,1.0681277765199528
593,1.0748405597845043
594,1.0781045830903988
595,1.081487931818722
596,1.0842625308477503
597,1.0852582143605911
598,1.0865939800139663
599,1.088010438795956
600,1.086189240537344
601,1.0844639151474753
602,1.0836751226378545
603,1.0863235869275805
604,1.0883751658907255
605,1.0881930705297633
606,1.0867559446668724
607,1.0909976391171226
608,1.0906066769703802
609,1.0922154043617878
610,1.0945693917277322
611,1.0943986172078553
612,1.090638013658815
613,1.0914287764267465
614,1.0912995769044813
615,1.0910998931898
616,1.0888390688977247
617,1.0831667534541778
618,1.0801113370066344
619,1.0725396529898348
620,1.0709476296852287
621,1.0648327252803012
622,1.0639882593730985
623,1.0608134082446898
624,1.0589565312110334
625,1.0570720001457068
626,1.055971540071657
627,1.0589280391779463
628,1.0586183825646358
629,1.0555885605473432
630,1.0551862020463325
631,1.053441352198302
632,1.050827126047847
633,1.050675044226462
634,1.0513488343877255
635,1.0524617174409576
636,1.055860708800254
637,1.0535785936618574
638,1.052826476708113
639,1.0512334094297158
640,1.0547146315833564
641,1.0510961934961585
642,1.0504564471881486
643,1.0497303553061892
644,1.0530242596152244
645,1.0561411507793763
646,1.0597685085471573
647,1.0634300888112165
648,1.063874832258951
649,1.0681949785351699
650,1.0745697012659632
651,1.0753223522530218
652,1.0778478828334324
653,1.0842642058333696
654,1.0873201669578396
655,1.0850514834582108
656,1.0848101503828702
657,1.0842189375393811
658,1.0866721513278212
659,1.0864691609912478
660,1.0899147203662911
661,1.0900129934474463
662,1.0934752048162208
663,1.0933553621286156
664,1.0897811501525188
665,1.085492140755558
666,1.0844953117137417
667,1.0831139693442802
668,1.082226595358594
669,1.0858055130236879
670,1.0834064308563978
671,1.0833738265316897
672,1.083931217746807
673,1.0837425065675113
674,1.0824376765655728
675,1.083545345911129
676,1.085498731092896
677,1.0865897864520349
678,1.0866836883798834
679,1.0840716469055212
680,1.0803469239942216
681,1.0799357458645138
682,1.0778570465959882
683,1.0791295873713724
684,1.0789169922609307
685,1.079745209142116
686,1.0787860217489194
687,1.0814581728628174
688,1.081911224578676
689,1.085741710423553
690,1.0909181223456184
691,1.093205824688762
692,1.0937237895812968
693,1.0947932142776375
694,1.0986256484884143
695,1.1033758617877247
696,1.1022195256048675
697,1.1062607104442994
698,1.10782746537398
699,1.110560104388396
700,1.1152052866589295
701,1.1157643435029734
702,1.1158149813145901
703,1.118179411217581
704,1.119431411429948
705,1.117828540835746
706,1.1176021793838586
707,1.1204916439275565
708,1.1198808903797026
709,1.1187471512001685
710,1.1180255045483871
711,1.1156045563447614
712,1.1175940000863656
713,1.116450015419722
714,1.1121576924369998
715,1.112321924671175
716,1.1143400528475793
717,1.1178215976642971
718,1.1171522453559966
719,1.1186184036442182
720,1.1167288292357007
721,1.1180744706102095
722,1.1208908463906169
723,1.1229291629644453
724,1.1225724512639579
725,1.1213725167296973
726,1.122318533846586
727,1.1214065886082458
728,1.1252562271054534
729,1.124827868348675
730,1.1252944536671559
731,1.1227390593969389
732,1.1215851739569653
733,1.1226951244818082
734,1.1218022879000182
735,1.1197958971830264
736,1.1211251654708876
737,1.1234481068178284
738,1.1219617046172268
739,1.119363815506149
740,1.1177003789412019
741,1.1164144369266995
742,1.114942881915205
743,1.110187741784635
744,1.1116927477197343
745,1.1102489820565753
746,1.108919361033958
747,1.1045890561758047
748,1.107063511281643
749,1.1064479599829347
750,1.1079123288408366
751,1.1099825317666876
752,1.112071158545041
753,1.1180949168447742
754,1.1203357247057955
755,1.1214733580340739
756,1.1220304470674856
757,1.1216374552805668
758,1.1215424049344491
759,1.1242005855722332
760,1.1248438213964669
761,1.125820649390815
762,1.1273415650719205
763,1.1306461769033014
764,1.134273244993316
765,1.1375769664087012
766,1.1380272045664923
767,1.1410131186886068
768,1.1465042113987451
769,1.1476437017083352
770,1.150705072281973
771,1.1562362902895544
772,1.1566857371967094
773,1.1603032974304492
774,1.1599749966858095
775,1.1587846888520996
776,1.1647694240726993
777,1.1645958756383685
778,1.1715764268700468
779,1.171537695960462
780,1.173743760914225
781,1.17580394924473
782,1.1802924797999956
783,1.1796786702750286
784,1.18407429928645
785,1.18680581385139
786,1.1874003807133848
787,1.1891694253475467
788,1.1930727761705078
789,1.192659565037752
790,1.190451859716249
791,1.19497149430767
792,1.2000814401333428
793,1.2060930826606073
794,1.2091523257946475
795,1.212115886551111
796,1.2171468233298317
797,1.2162239971505953
798,1.2180164359583725
799,1.218411862369834
800,1.2212714515101262
801,1.2232402491439955
802,1.222778592786179
803,1.2214564794219749
804,1.2198242390776637
805,1.220269992092399
806,1.223257039141808
807,1.219832213412975
808,1.2183627689785013
809,1.2191085588959851
810,1.221094545040245
811,1.221303565438145
812,1.2175194199402863
813,1.2216290055955756
814,1.2199134690475897
815,1.218577359536405
816,1.220018930690665
817,1.2201439180127756
818,1.2211695113354304
819,1.2206305115815792
820,1.2196332502694307
821,1.218359169684776
822,1.2161875377983136
823,1.2133557539402156
824,1.2138986166105066
825,1.2148988050220204
826,1.2124590596097633
827,1.210836627822246
828,1.2120890557486508
829,1.2102832697738175
830,1.213204434599037
831,1.2149333416456853
832,1.2129905797691334
833,1.2155571674056191
834,1.214634836219778
835,1.2150681862351442
836,1.2174743211075336
837,1.2137949856578747
838,1.210784871701469
839,1.2121717691699663
840,1.213541424149313
841,1.2163789161527092
842,1.2165606612189153
843,1.2137937938541739
844,1.2149224554569469
845,1.2107117332872235
846,1.2112993205543678
847,1.2124139075553986
848,1.2079576837410337
849,1.2075472668089695
850,1.2073967877976604
851,1.2078883387235138
852,1.208548397743374
853,1.2074925030043533
854,1.207227978347088
855,1.2090916698272087
856,1.2110215910705238
857,1.2140051352587717
858,1.2174173545504954
859,1.218182882393967
860,1.219972915685074
861,1.2207505887218553
862,1.2241959730088705
863,1.2271073390271345
864,1.2285393065690815
865,1.2308532413140176
866,1.2303537530676862
867,1.2244531147485127
868,1.22670094233557
869,1.224225606143948
870,1.2233714611198874
871,1.2291677613726668
872,1.229548789891532
873,1.23554071205232
874,1.2369951512469135
875,1.240619925131789
876,1.2438731710142485
877,1.239679623786479
878,1.2419768810737741
879,1.2423713071528069
880,1.2435850522213345
881,1.2446165550762325
882,1.245127047510762
883,1.248333493035917
884,1.2491020982407448
885,1.2513070669915574
886,1.2508284994338137
887,1.2536008161265038
888,1.255051927441068
889,1.2568889674728532
890,1.2571769601563914
891,1.2600452798600252
892,1.256839455782955
893,1.2547981138454407
894,1.2498324688853064
895,1.248302821956396
896,1.24609089810922
897,1.2454176693056889
898,1.244468358542173
899,1.2463985932187713
900,1.246712127922349
901,1.247710411218882
902,1.2488304745814296
903,1.2528642735830748
904,1.2547346630089047
905,1.2583035185359797
906,1.257931076780494
907,1.2592208257831115
908,1.2612120444936292
909,1.2672754532137376
910,1.2680278728396626
911,1.2711441571180682
912,1.2724924538587112
913,1.275335637567573
914,1.2722106065807701
915,1.2729218506964026
916,1.2782107940268437
917,1.2776694041043473
918,1.275903115068286
919,1.2746372257030898
920,1.2761919749874961
921,1.2769236961853399
922,1.276317448587067
923,1.2769552355556781
924,1.2795343680664715
925,1.2695841165694917
926,1.2699393800987042
927,1.26911998885632
928,1.268446512697854
929,1.266353859013878
930,1.2661346454301792
931,1.2673521130439946
932,1.266747680282552
933,1.266518982983773
934,1.2704111347721578
935,1.2692236783332986
936,1.2706027956605557
937,1.2725132792257092
938,1.2715285147995266
939,1.2716430956759621
940,1.2713416177787398
941,1.2681793696503985
942,1.2664950332197613
943,1.267890198435839
944,1.266526147614905
945,1.2659984582032267
946,1.267887761321051
947,1.2676465928778153
948,1.2651362129614216
949,1.266779763753838
950,1.2699933092785445
951,1.2691959058683935
952,1.2660194368676112
953,1.262771616601273
954,1.2618562043751633
955,1.2653434009817182
956,1.2640535734105716
957,1.2595971506890156
958,1.2614039235653
959,1.258552725116383
960,1.2621998117591355
961,1.265126004941374
962,1.264859440882794
963,1.266143884601482
964,1.2710741449209673
965,1.270216598338516
966,1.26889855799967
967,1.2678321338334444
968,1.2677014991104583
969,1.2679419732307997
970,1.2686643516971685
971,1.2661245550194697
972,1.2645160564501272
973,1.2611454374116606
974,1.2603235336219918
975,1.2584623264222412
976,1.2586509216057908
977,1.2536057035879642
978,1.255669062311067
979,1.2491527939291838
980,1.2485633204309625
981,1.2470495553386267
982,1.2475717390646086
983,1.2468737100667748
984,1.2466087001905055
985,1.248338860587163
986,1.2531238409220304
987,1.2555640330680427
988,1.2589688798810494
989,1.2602211166269215
990,1.261285639317578
991,1.260375550255502
992,1.260765956704183
993,1.2582562963810036
994,1.2578034983277586
995,1.2539402944054332
996,1.2535865942090139
997,1.254455499416847
998,1.2576098175826964
999,1.2577179294144885
1000,1.262821932607193
1001,1.2692509645365875
1002,1.2730497924059296
1003,1.2724510222712948
1004,1.2735484690831045
1005,1.2786344613517573
1006,1.2769002447057842
1007,1.2802049214614433
1008,1.2756433900530573
1009,1.2767162153077158
1010,1.2793487251029194
1011,1.2809680670650891
1012,1.2806489026451302
1013,1.2854186878526834
1014,1.2848605557226478
1015,1.2862377683110773
1016,1.2872226094648558
1017,1.2829092369902861
1018,1.2871661898995796
1019,1.2883905205938455
1020,1.2922541972848722
1021,1.2915725618837375
1022,1.290356204846352
1023,1.291275171255914
1024,1.2899488172089473
1025,1.288350061828085
1026,1.2898659306707152
1027,1.2883241993684045
1028,1.2879148500847795
1029,1.2886768523972147
1030,1.2880074539179909
1031,1.2882729345932566
1032,1.289020858526011
1033,1.2830231741549885
1034,1.2776578663051446
1035,1.2745026287040753
1036,1.275773982698646
1037,1.2708243409170423
1038,1.2700816566365447
1039,1.2680892450045878
1040,1.268872501751645
1041,1.2673697815730345
1042,1.2697306021819514
1043,1.2683783348213564
1044,1.2695365343197433
1045,1.2713856141071984
1046,1.2674478559625473
1047,1.267338550230274
1048,1.2649702165297905
1049,1.2599884905842802
1050,1.2594053106194418
1051,1.2540952397915903
1052,1.2504793097976572
1053,1.2467529406414173
1054,1.2449847674846246
1055,1.2457604463595158
1056,1.2454318058485232
1057,1.2460796858775784
1058,1.2463217497191559
1059,1.2441513943625135
1060,1.2415936069336035
1061,1.2429608606445002
1062,1.2362586222155438
1063,1.2316086529194605
1064,1.2316147705744676
1065,1.229883760174382
1066,1.2309890895080784
1067,1.2309195655406058
1068,1.2352645140142375
1069,1.2357907081973152
1070,1.2324364079267307
1071,1.23379739015981
1072,1.2354778920885772
1073,1.2378685307405382
1074,1.236329615529105
1075,1.2380481886801469
1076,1.2402698485396701
1077,1.2359500651802249
1078,1.238730636763447
1079,1.2401705014428392
1080,1.239870068770894
1081,1.2388653596459787
1082,1.2365525040697882
1083,1.234493326812727
1084,1.2329762549428962
1085,1.2327658905078893
1086,1.2349121920124109
1087,1.2333056054802316
1088,1.2273868836132849
1089,1.2244242742404612
1090,1.2230467475740738
1091,1.222055743458553
1092,1.223245843790757
1093,1.2233442525837748
1094,1.2265912452145187
1095,1.2316250697911926
1096,1.2317337569058222
1097,1.2330442431725483
1098,1.2351777035510134
1099,1.2364383195920845
1100,1.2404202895839793
1101,1.2412310533683977
1102,1.2449191352614941
1103,1.2449152669780135
1104,1.2515268423763888
1105,1.2540915599641402
1106,1.2584546730550124
1107,1.2554688302238333
1108,1.255469631736341
1109,1.2582949684234959
1110,1.2635888653895733
1111,1.2653466171236845
1112,1.2657506266694698
1113,1.2680620669512541
1114,1.2688427151431318
1115,1.27151657558355
1116,1.272614760336861
1117,1.2723057847326402
1118,1.272556824280977
1119,1.2738681096868427
1120,1.2731613931828605
1121,1.2698533391311242
1122,1.2700420727352277
1123,1.2714025836431109
1124,1.2722023495319104
1125,1.2693787171187338
1126,1.2669385332553122
1127,1.26331606723895
1128,1.2601007638935624
1129,1.260136281303669
1130,1.26057385901885
1131,1.2583310760552258
1132,1.2567428118038901
1133,1.2585415431758968
1134,1.2640112701658122
1135,1.266044019739575
1136,1.26573774608553
1137,1.2677594256599356
1138,1.2696396609620482
1139,1.2711216601957527
1140,1.266623666726909
1141,1.26823930381109
1142,1.2727862793986917
1143,1.2719678818718179
1144,1.266473036442258
1145,1.2643208808665656
1146,1.2631185660023787
1147,1.2621706660360759
1148,1.2610056101267868
1149,1.2635632731271238
1150,1.2636791676772552
1151,1.266924450476838
1152,1.2695690288411732
1153,1.270774115007189
1154,1.2717972601620338
1155,1.2698433641741427
1156,1.2669328688005534
1157,1.270302930536816
1158,1.2719178276067098
1159,1.2726292742618621
1160,1.274619946012317
1161,1.2750867446790184
1162,1.2752697938108977
1163,1.2770570573536852
1164,1.2813070840069587
1165,1.2825956613509077
1166,1.2796705186161612
1167,1.278715789240608
1168,1.2771463038678013
1169,1.2787518881744677
1170,1.2791154589522788
1171,1.2793660971323648
1172,1.281673346882095
1173,1.2807268017910634
1174,1.2748774363366229
1175,1.2724746215622205
1176,1.271259663636821
1177,1.2724341829443027
1178,1.271377541864592
1179,1.2748231804009125
1180,1.280155255631412
1181,1.2858204504939619
1182,1.2861053589338476
1183,1.288609220508641
1184,1.2944986303765846
1185,1.2950456637671817
1186,1.3024874409844691
1187,1.308847648803693
1188,1.3119336270673518
1189,1.3143187307649524
1190,1.3135447557337887
1191,1.3155440978214654
1192,1.3173810472230298
1193,1.3210263070043973
1194,1.3241813476653939
1195,1.3164314059808468
1196,1.3171133484380586
1197,1.316790834431666
1198,1.3174739262971378
1199,1.3190643049086266
1200,1.3174852835463153
1201,1.3173042320175254
1202,1.3202380323930372
1203,1.317065262073404
1204,1.319283409896114
1205,1.3163548110750412
1206,1.3161022535192193
1207,1.315107660794089
1208,1.3162580535638042
1209,1.316245658686074
1210,1.316530197991091
1211,1.3157732443999042
1212,1.3163742404719292
1213,1.3150583275389327
1214,1.3158146045698624
1215,1.3192541229634969
1216,1.319575313277792
1217,1.3252755972269625
1218,1.3273051887853733
1219,1.3263878068217632
1220,1.3281872947647726
1221,1.3323424589157797
1222,1.3351080578405654
1223,1.3394701153936914
1224,1.3395247837795046
1225,1.3392497264266547
1226,1.3382283127127896
1227,1.3377030907336027
1228,1.3327610895649329
1229,1.3327950646390536
1230,1.3337970213444403
1231,1.3353966060615663
1232,1.3375034884067853
1233,1.3364719209862628
1234,1.3416157034566007
1235,1.3423220605136765
1236,1.3461681450969736
1237,1.3450997989870503
1238,1.345504929018447
1239,1.3440741444406938
1240,1.3456421039638464
1241,1.3454888530030487
1242,1.350068383952644
1243,1.3567253616471473
1244,1.3629641332062463
1245,1.3680750263955292
1246,1.3722969360799153
1247,1.3717386427371252
1248,1.3771685797226132
1249,1.376953922107299
1250,1.3801539781581853
1251,1.3823337836550011
1252,1.381077638500668
1253,1.3812106506549053
1254,1.382917284697777
1255,1.3835978093602772
1256,1.3829254679552863
1257,1.3812374605821363
1258,1.3806697572804696
1259,1.380563915378024
1260,1.380531661933035
1261,1.3810834551463214
1262,1.3828381977200266
1263,1.3861693972379119
1264,1.3867546659681775
1265,1.385606613869482
1266,1.384648275158754
1267,1.3861993300209932
